iteration_number,party_number,lowest_samples
1,3,1800
1,6,502
1,11,1759
1,12,2116
1,16,2915
1,17,553
1,19,2716
1,20,3679
1,21,5794
1,23,2895
2,3,2151
2,6,522
2,11,1226
2,12,2481
2,16,3145
2,17,258
2,19,2633
2,20,3555
2,21,6231
2,23,1963
3,3,1776
3,6,775
3,11,1479
3,12,3257
3,16,2529
3,17,572
3,19,3125
3,20,3566
3,21,6410
3,23,2720
4,3,2197
4,6,633
4,11,1545
4,12,2392
4,16,2038
4,17,202
4,19,2548
4,20,3883
4,21,5863
4,23,2856
5,3,1855
5,6,249
5,11,623
5,12,1681
5,16,1769
5,17,363
5,19,2184
5,20,4356
5,21,6082
5,23,1882
6,3,1715
6,6,547
6,11,1291
6,12,2094
6,16,3728
6,17,289
6,19,2398
6,20,3211
6,21,5787
6,23,2229
7,3,1909
7,6,851
7,11,1533
7,12,2579
7,16,2863
7,17,360
7,19,2753
7,20,3721
7,21,5953
7,23,2787
8,3,2565
8,6,1002
8,11,1949
8,12,3316
8,16,2823
8,17,593
8,19,3333
8,20,3489
8,21,5658
8,23,3098
9,3,2690
9,6,817
9,11,1602
9,12,2552
9,16,2747
9,17,581
9,19,2860
9,20,3732
9,21,5824
9,23,3049
10,3,1488
10,6,375
10,11,1215
10,12,2171
10,16,1499
10,17,233
10,19,2365
10,20,4378
10,21,5919
10,23,2287
11,3,2510
11,6,1028
11,11,2100
11,12,3022
11,16,2865
11,17,369
11,19,3111
11,20,3697
11,21,5841
11,23,2917
12,3,1754
12,6,434
12,11,936
12,12,1918
12,16,2099
12,17,201
12,19,1991
12,20,4169
12,21,5622
12,23,2458
13,3,2286
13,6,632
13,11,1047
13,12,2841
13,16,2608
13,17,739
13,19,2918
13,20,3887
13,21,5927
13,23,2591
14,3,2204
14,6,272
14,11,1637
14,12,2397
14,16,3214
14,17,458
14,19,2649
14,20,3427
14,21,6051
14,23,3399
15,3,2458
15,6,701
15,11,1606
15,12,2511
15,16,1894
15,17,611
15,19,2379
15,20,4254
15,21,5902
15,23,2422
16,3,1847
16,6,739
16,11,1393
16,12,2484
16,16,2840
16,17,532
16,19,2513
16,20,3753
16,21,5904
16,23,2891
17,3,1362
17,6,4106
17,11,1103
17,12,2034
17,16,1326
17,17,574
17,19,2084
17,20,93
17,21,6158
17,23,2626
18,3,1848
18,6,537
18,11,1206
18,12,2603
18,16,2306
18,17,191
18,19,2766
18,20,4022
18,21,6095
18,23,2475
19,3,2097
19,6,968
19,11,1795
19,12,2682
19,16,2436
19,17,586
19,19,3050
19,20,3750
19,21,5720
19,23,2762
20,3,1804
20,6,734
20,11,1487
20,12,3018
20,16,1803
20,17,298
20,19,2942
20,20,3781
20,21,5863
20,23,2890
21,3,1468
21,6,534
21,11,1552
21,12,2333
21,16,2324
21,17,457
21,19,2609
21,20,3777
21,21,5861
21,23,2971
22,3,1762
22,6,609
22,11,1157
22,12,2679
22,16,2513
22,17,404
22,19,2498
22,20,3951
22,21,5909
22,23,2347
23,3,1963
23,6,850
23,11,1566
23,12,2168
23,16,4368
23,17,99
23,19,2302
23,20,2847
23,21,5865
23,23,2456
24,3,1707
24,6,394
24,11,1432
24,12,2491
24,16,2978
24,17,573
24,19,1970
24,20,3680
24,21,5930
24,23,2855
25,3,2270
25,6,950
25,11,1735
25,12,2557
25,16,2136
25,17,523
25,19,2891
25,20,3836
25,21,5761
25,23,2925
26,3,2116
26,6,841
26,11,1504
26,12,2394
26,16,2737
26,17,328
26,19,2043
26,20,3807
26,21,6066
26,23,2298
27,3,1898
27,6,247
27,11,1617
27,12,2050
27,16,2574
27,17,370
27,19,3096
27,20,3717
27,21,6104
27,23,2958
28,3,1850
28,6,70
28,11,1241
28,12,2465
28,16,2050
28,17,147
28,19,2266
28,20,3664
28,21,6095
28,23,3120
29,3,2153
29,6,981
29,11,1374
29,12,2828
29,16,3266
29,17,236
29,19,2646
29,20,3475
29,21,5780
29,23,2952
30,3,1878
30,6,636
30,11,1473
30,12,2346
30,16,3422
30,17,329
30,19,2694
30,20,3403
30,21,5851
30,23,1871
31,3,2473
31,6,774
31,11,1825
31,12,2853
31,16,3468
31,17,214
31,19,2961
31,20,3355
31,21,5816
31,23,3127
32,3,1779
32,6,611
32,11,1264
32,12,2569
32,16,2349
32,17,501
32,19,2755
32,20,3878
32,21,5738
32,23,2865
33,3,2137
33,6,937
33,11,1248
